postal_code,place_name,district_code,district_name,province,post_office_type
12100,Matugama,KT,Kalutara,Western Province,Main Post Office
22748,Maturata,NW,Nuwara Eliya,Central Province,Sub Post Office
70482,Matuwagalagama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
90582,Maussagolla,BD,Badulla,Uva Province,Sub Post Office
31238,Mawadichchenai,TC,Trincomalee,Eastern Province,Sub Post Office
32158,Mawanagama,APR,Ampara,Eastern Province,Sub Post Office
32163,Mawanawela,APR,Ampara,Eastern Province,Sub Post Office
71500,Mawanella,KE,Kegalle,Sabaragamuwa Province,Main Post Office
60060,Mawathagama,KG,Kurunegala,North Western Province,Main Post Office
20564,Mawatura,KY,Kandy,Central Province,Sub Post Office
80092,Meda Keembiya,GL,Galle,Southern Province,Sub Post Office
70021,Medagalatura,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
91550,Medagama,MJ,Monaragala,Uva Province,Main Post Office
20940,Medamahanuwara,KY,Kandy,Central Province,Main Post Office
82254,Medamulana,HB,Hambantota,Southern Province,Main Post Office
50500,Medawachchiya,AD,Anuradhapura,North Central Province,Main Post Office
61509,Medawakkulama,PX,Puttalam,North Western Province,Sub Post Office
20120,Medawala Harispattuwa,KY,Kandy,Central Province,Main Post Office
90218,Medawela Udukinda,BD,Badulla,Uva Province,Sub Post Office
90518,Medawelagama,BD,Badulla,Uva Province,Sub Post Office
70127,Meddekanda,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
81524,Mederipitiya,MH,Matara,Southern Province,Sub Post Office
51500,Medirigiriya,PR,Polonnaruwa,North Central Province,Main Post Office
60612,Mediyawa,KG,Kurunegala,North Western Province,Sub Post Office
90015,Meegahakivula,BD,Badulla,Uva Province,Sub Post Office
12130,Meegahatenna,KT,Kalutara,Western Province,Main Post Office
60750,Meegalewa,KG,Kurunegala,North Western Province,Main Post Office
12094,Meegama,KT,Kalutara,Western Province,Sub Post Office
51508,Meegaswewa,PR,Polonnaruwa,North Central Province,Sub Post Office
10504,Meegoda,CO,Colombo,Western Province,Main Post Office
50329,Meeminnawala,AD,Anuradhapura,North Central Province,Sub Post Office
40510,Meesalai,JA,Jaffna,Northern Province,Sub Post Office
60066,Meetanwala,KG,Kurunegala,North Western Province,Sub Post Office
20512,Meethalawa,KY,Kandy,Central Province,Sub Post Office
80330,Meetiyagoda,GL,Galle,Southern Province,Main Post Office
60484,Meewellawa,KG,Kurunegala,North Western Province,Sub Post Office
20409,Megoda Kalugamuwa,KY,Kandy,Central Province,Sub Post Office
50334,Megodawewa,AD,Anuradhapura,North Central Province,Sub Post Office
11234,Mellawagedara,GQ,Gampaha,Western Province,Sub Post Office
21055,Melpitiya,MT,Matale,Central Province,Sub Post Office
60540,Melsiripura,KG,Kurunegala,North Western Province,Main Post Office
20470,Menikdiwela,KY,Kandy,Central Province,Main Post Office
20170,Menikhinna,KY,Kandy,Central Province,Main Post Office
90540,Metigahatenna,BD,Badulla,Uva Province,Sub Post Office
21062,Metihakka,MT,Matale,Central Province,Sub Post Office
60304,Metikumbura,KG,Kurunegala,North Western Province,Sub Post Office
60121,Metiyagane,KG,Kurunegala,North Western Province,Sub Post Office
82270,Middeniya,HB,Hambantota,Southern Province,Main Post Office
81312,Miella,MH,Matara,Southern Province,Sub Post Office
82014,Migahajandura,HB,Hambantota,Southern Province,Sub Post Office
71716,Migastenna,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50300,Mihintale,AD,Anuradhapura,North Central Province,Main Post Office
12412,Millaniya,KT,Kalutara,Western Province,Sub Post Office
21154,Millawana,MT,Matale,Central Province,Sub Post Office
12422,Millewa,KT,Kalutara,Western Province,Sub Post Office
20923,Mimure,KY,Kandy,Central Province,Sub Post Office
60004,Minhettiya,KG,Kurunegala,North Western Province,Sub Post Office
20109,Minigamuwa,KY,Kandy,Central Province,Sub Post Office
20983,Minipe,KY,Kandy,Central Province,Sub Post Office
70494,Minipura Dumbara,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
51410,Minneriya,PR,Polonnaruwa,North Central Province,Main Post Office
60406,Minuwangete,KG,Kurunegala,North Western Province,Sub Post Office
11550,Minuwangoda,GQ,Gampaha,Western Province,Main Post Office
22254,Mipanawa,NW,Nuwara Eliya,Central Province,Sub Post Office
22214,Mipilimana,NW,Nuwara Eliya,Central Province,Sub Post Office
90134,Mirahawatta,BD,Badulla,Uva Province,Main Post Office
30426,Miravodai,BC,Batticaloa,Eastern Province,Sub Post Office
11200,Mirigama,GQ,Gampaha,Western Province,Main Post Office
60408,Mirihanegama,KG,Kurunegala,North Western Province,Sub Post Office
82001,Mirijjawila,HB,Hambantota,Southern Province,Sub Post Office
81740,Mirissa,MH,Matara,Southern Province,Main Post Office
60046,Mirissala,KG,Kurunegala,North Western Province,Sub Post Office
80508,Miriswatte,GL,Galle,Southern Province,Sub Post Office
90504,Miriyabedda,BD,Badulla,Uva Province,Sub Post Office
40750,Mirusuvil,JA,Jaffna,Northern Province,Sub Post Office
11742,Mithirigala,GQ,Gampaha,Western Province,Sub Post Office
70604,Mitipola,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
12424,Miwanapalana,KT,Kalutara,Western Province,Sub Post Office
90584,Miyanakandura,BD,Badulla,Uva Province,Sub Post Office
71432,Miyanawita,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
82416,Modarawana,HB,Hambantota,Southern Province,Sub Post Office
71016,Molagoda,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
12216,Molkawa,KT,Kalutara,Western Province,Sub Post Office
91000,Monaragala,MJ,Monaragala,Uva Province,Main Post Office
60495,Monnekulama,KG,Kurunegala,North Western Province,Sub Post Office
32012,Moragahapallama,APR,Ampara,Eastern Province,Sub Post Office
81532,Moragala Kirilipone,MH,Matara,Southern Province,Sub Post Office
60354,Moragane,KG,Kurunegala,North Western Province,Sub Post Office
60640,Moragollagama,KG,Kurunegala,North Western Province,Main Post Office
70129,Morahela,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
22036,Morahenagama,NW,Nuwara Eliya,Central Province,Sub Post Office
50349,Morakewa,AD,Anuradhapura,North Central Province,Sub Post Office
30392,Morakottanchenai,BC,Batticaloa,Eastern Province,Sub Post Office
12232,Morapitiya,KT,Kalutara,Western Province,Sub Post Office
60038,Morathiha,KG,Kurunegala,North Western Province,Sub Post Office
10400,Moratuwa,CO,Colombo,Western Province,Main Post Office
81470,Morawaka,MH,Matara,Southern Province,Main Post Office
91108,Moratuwegama,MJ,Monaragala,Uva Province,Sub Post Office
71220,Morontota,KE,Kegalle,Sabaragamuwa Province,Main Post Office
12564,Morontuduwa,KT,Kalutara,Western Province,Main Post Office
10370,Mount .Lavinia,CO,Colombo,Western Province,Main Post Office
61506,Mudalakkuliya,PX,Puttalam,North Western Province,Sub Post Office
11112,Muddaragama,GQ,Gampaha,Western Province,Sub Post Office
11056,Mudungoda,GQ,Gampaha,Western Province,Sub Post Office
61014,Mugunuwatawana,PX,Puttalam,North Western Province,Sub Post Office
50324,Mulkiriyawa,AD,Anuradhapura,North Central Province,Sub Post Office
61274,Mukkutoduwawa,PX,Puttalam,North Western Province,Sub Post Office
81071,Mulatiyana Junction,MH,Matara,Southern Province,Sub Post Office
70212,Mulendiyawala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70117,Mulgama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
82242,Mulkirigala,HB,Hambantota,Southern Province,Sub Post Office
42000,Mullaitivu,MP,Mullaitivu,Northern Province,Main Post Office
10202,Mullegama,CO,Colombo,Western Province,Sub Post Office
10620,Mulleriyawa New Town,CO,Colombo,Western Province,Main Post Office
31312,Mullipothana,TC,Trincomalee,Eastern Province,Sub Post Office
42025,Mullivaikkal,MP,Mullaitivu,Northern Province,Sub Post Office
42570,Mulliyan,KO,Kilinochchi,Northern Province,Sub Post Office
42100,Mulliyawalai,MP,Mullaitivu,Northern Province,Main Post Office
60218,Munamaldeniya,KG,Kurunegala,North Western Province,Sub Post Office
61250,Mundel,PX,Puttalam,North Western Province,Main Post Office
22752,Munwatta,NW,Nuwara Eliya,Central Province,Sub Post Office
42505,Murasumoddai,KO,Kilinochchi,Northern Province,Sub Post Office
50344,Muriyakadawala,AD,Anuradhapura,North Central Province,Sub Post Office
41030,Murunkan,MB,Mannar,Northern Province,Main Post Office
20526,Muruthagahamula,KY,Kandy,Central Province,Sub Post Office
20232,Muruthalawa,KY,Kandy,Central Province,Main Post Office
60122,Muruthenge,KG,Kurunegala,North Western Province,Sub Post Office
42210,Muthayankaddakulam,MP,Mullaitivu,Northern Province,Sub Post Office
61195,Muttibendivila,PX,Puttalam,North Western Province,Sub Post Office
51064,Mutugala,PR,Polonnaruwa,North Central Province,Sub Post Office
31200,Mutur,TC,Trincomalee,Eastern Province,Main Post Office
21044,Muwandeniya,MT,Matale,Central Province,Sub Post Office
60482,Nabadewa,KG,Kurunegala,North Western Province,Sub Post Office
50046,Nachchaduwa,AD,Anuradhapura,North Central Province,Sub Post Office
42308,Naddankandal,MP,Mullaitivu,Northern Province,Sub Post Office
81092,Nadugala,MH,Matara,Southern Province,Sub Post Office
40630,Nagarkovil,JA,Jaffna,Northern Province,Sub Post Office
80110,Nagoda,GL,Galle,Southern Province,Main Post Office
60590,Nagollagama,KG,Kurunegala,North Western Province,Main Post Office
60226,Nagollagoda,KG,Kurunegala,North Western Province,Sub Post Office
61120,Nainamadama,PX,Puttalam,North Western Province,Main Post Office
40360,Nainativu,JA,Jaffna,Northern Province,Main Post Office
80064,Nakiyadeniya,GL,Galle,Southern Province,Sub Post Office
91003,Nakkala,MJ,Monaragala,Uva Province,Sub Post Office
60186,Nakkawatta,KG,Kurunegala,North Western Province,Sub Post Office
82300,Nakulugamuwa,HB,Hambantota,Southern Province,Main Post Office
21082,Nalanda,MT,Matale,Central Province,Sub Post Office
61244,Nalladarankattuwa,PX,Puttalam,North Western Province,Sub Post Office
32037,Namaloya,APR,Ampara,Eastern Province,Sub Post Office
50339,Namalpura,AD,Anuradhapura,North Central Province,Sub Post Office
90580,Namunukula,BD,Badulla,Uva Province,Main Post Office
41033,Nanattan,MB,Mannar,Northern Province,Sub Post Office
91519,Nannapurawa,MJ,Monaragala,Uva Province,Sub Post Office
22150,Nanuoya,NW,Nuwara Eliya,Central Province,Main Post Office
10704,Napawala,CO,Colombo,Western Province,Sub Post Office
60100,Narammala,KG,Kurunegala,North Western Province,Main Post Office
90064,Narangala,BD,Badulla,Uva Province,Sub Post Office
60152,Narangoda,KG,Kurunegala,North Western Province,Sub Post Office
20176,Narampanawa,KY,Kandy,Central Province,Sub Post Office
11063,Naranwala,GQ,Gampaha,Western Province,Sub Post Office
81302,Narawelpita,MH,Matara,Southern Province,Sub Post Office
61190,Nattandiya,PX,Puttalam,North Western Province,Main Post Office
20194,Nattarampotha,KY,Kandy,Central Province,Sub Post Office
21090,Naula,MT,Matale,Central Province,Main Post Office
80416,Navadagala,GL,Galle,Southern Province,Sub Post Office
30238,Navagirinagar,BC,Batticaloa,Eastern Province,Sub Post Office
30018,Navatkadu,BC,Batticaloa,Eastern Province,Main Post Office
81017,Navimana,MH,Matara,Southern Province,Sub Post Office
32308,Navithanveli,AR,Ampara,Eastern Province,Sub Post Office
61520,Nawagattegama,PX,Puttalam,North Western Province,Main Post Office
70469,Nawalakanda,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
20650,Nawalapitiya,KY,Kandy,Central Province,Main Post Office
51071,Nawamahasenpura,PR,Polonnaruwa,North Central Province,Sub Post Office
32120,Nawamedagama,APR,Ampara,Eastern Province,Main Post Office
11222,Nawana,GQ,Gampaha,Western Province,Sub Post Office
51066,Nawasenapura,PR,Polonnaruwa,North Central Province,Sub Post Office
60292,Nawatalwatta,KG,Kurunegala,North Western Province,Sub Post Office
22670,Nawathispane,NW,Nuwara Eliya,Central Province,Main Post Office
70165,Nawinnapinnakanda,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
12106,Nawuttuduwa,KT,Kalutara,Western Province,Sub Post Office
22568,Nayapana Colony,NW,Nuwara Eliya,Central Province,Sub Post Office
12030,Neboda,KT,Kalutara,Western Province,Main Post Office
11066,Nedungamuwa,GQ,Gampaha,Western Province,Sub Post Office
43075,Nedunkerny,VA,Vavuniya,Northern Province,Main Post Office
31228,Neelapola,TC,Trincomalee,Eastern Province,Sub Post Office
40165,Neervely,JA,Jaffna,Northern Province,Sub Post Office
11500,Negambo,GQ,Gampaha,Western Province,Main Post Office
50180,Negampaha,AD,Anuradhapura,North Central Province,Main Post Office
60549,Nelliya,KG,Kurunegala,North Western Province,Sub Post Office
32042,Nelliyadda,APR,Ampara,Eastern Province,Sub Post Office
90042,Nelumgama,BD,Badulla,Uva Province,Sub Post Office
51096,Nelumwewa,PR,Polonnaruwa,North Central Province,Sub Post Office
71060,Nelundeniya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
80082,Neluwa,GL,Galle,Southern Province,Main Post Office
43100,Neriyakulam,VA,Vavuniya,Northern Province,Main Post Office
82135,Netolpitiya,HB,Hambantota,Southern Province,Sub Post Office
82414,Nihiluwa,HB,Hambantota,Southern Province,Sub Post Office
60580,Nikadalupotha,KG,Kurunegala,North Western Province,Main Post Office
11128,Nikahetikanda,GQ,Gampaha,Western Province,Sub Post Office
90165,Nikapotha,BD,Badulla,Uva Province,Sub Post Office
21203,Nikawehera,MT,Matale,Central Province,Sub Post Office
60470,Nikaweratiya,KG,Kurunegala,North Western Province,Main Post Office
31010,Nilaveli,TC,Trincomalee,Eastern Province,Main Post Office
22280,Nildandahinna,NW,Nuwara Eliya,Central Province,Main Post Office
91508,Nilgala,MJ,Monaragala,Uva Province,Sub Post Office
20418,Nillambe,KY,Kandy,Central Province,Sub Post Office
80318,Nindana,GL,Galle,Southern Province,Sub Post Office
32340,Nintavur,AR,Ampara,Eastern Province,Main Post Office
70038,Niralgama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
22075,Nishshanka Uyana,NW,Nuwara Eliya,Central Province,Sub Post Office
11880,Nittambuwa,GQ,Gampaha,Western Province,Main Post Office
11354,Nivandama,GQ,Gampaha,Western Province,Sub Post Office
70400,Nivithigala,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
71608,Niwatuwa,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
71602,Niyadurupola,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50200,Nochchiyagama,AD,Anuradhapura,North Central Province,Main Post Office
71407,Noori,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
61342,Norachcholai,PX,Puttalam,North Western Province,Main Post Office
22058,Norwood,NW,Nuwara Eliya,Central Province,Sub Post Office
21534,Nugagolla,MT,Matale,Central Province,Sub Post Office
20204,Nugaliyadda,KY,Kandy,Central Province,Sub Post Office
90216,Nugatalawa,BD,Badulla,Uva Province,Sub Post Office
20072,Nugawela,KY,Kandy,Central Province,Sub Post Office
10250,Nugegoda,CO,Colombo,Western Province,Main Post Office
22200,Nuwara Eliya,NW,Nuwara Eliya,Central Province,Main Post Office
51039,Nuwaragala,PR,Polonnaruwa,North Central Province,Sub Post Office
91007,Obbegoda,MJ,Monaragala,Uva Province,Sub Post Office
30420,Oddamavadi,BC,Batticaloa,Eastern Province,Main Post Office
42200,Oddusuddan,MP,Mullaitivu,Northern Province,Main Post Office
90168,Ohiya,BD,Badulla,Uva Province,Sub Post Office
91060,Okkampitiya,MJ,Monaragala,Uva Province,Main Post Office
32360,Oluwil,AR,Ampara,Eastern Province,Main Post Office
70215,Omalpe,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
43050,Omanthai,VA,Vavuniya,Northern Province,Sub Post Office
51004,Onegama,PR,Polonnaruwa,North Central Province,Sub Post Office
21076,Opalgala,MT,Matale,Central Province,Sub Post Office
70080,Opanayake,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
80142,Opatha,GL,Galle,Southern Province,Sub Post Office
51256,Orubendisiyambalawa,PR,Polonnaruwa,North Central Province,Sub Post Office
21020,Ovilikanda,MT,Matale,Central Province,Main Post Office
41045,P.P.Potkerny,MB,Mannar,Northern Province,Sub Post Office
12074,Padagoda,KT,Kalutara,Western Province,Sub Post Office
70230,Padalangala,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
50572,Padavi Maithripura,AD,Anuradhapura,North Central Province,Sub Post Office
50582,Padavi Parakramapura,AD,Anuradhapura,North Central Province,Sub Post Office
50588,Padavi Sri tissapura,AD,Anuradhapura,North Central Province,Sub Post Office
50587,Padavi Sripura,AD,Anuradhapura,North Central Province,Sub Post Office
50570,Padaviya,AD,Anuradhapura,North Central Province,Main Post Office
82636,Padawkema,HB,Hambantota,Southern Province,Sub Post Office
60461,Padeniya,KG,Kurunegala,North Western Province,Sub Post Office
50338,Padikaramaduwa,AD,Anuradhapura,North Central Province,Sub Post Office
60236,Padiwela,KG,Kurunegala,North Western Province,Sub Post Office
22750,Padiyapelella,NW,Nuwara Eliya,Central Province,Main Post Office
32100,Padiyatalawa,APR,Ampara,Eastern Province,Main Post Office
10500,Padukka,CO,Colombo,Western Province,Main Post Office
82008,Pahala Andarawewa,HB,Hambantota,Southern Province,Sub Post Office
60193,Pahala Diyadora,KG,Kurunegala,North Western Province,Sub Post Office
50206,Pahala Halmillewa,AD,Anuradhapura,North Central Province,Sub Post Office
50220,Pahala Maragahawewa,AD,Anuradhapura,North Central Province,Main Post Office
81472,Pahala Millawa,MH,Matara,Southern Province,Sub Post Office
50244,Pahalagama,AD,Anuradhapura,North Central Province,Sub Post Office
60735,Pahalagiribawa,KG,Kurunegala,North Western Province,Sub Post Office
12144,Pahalahewessa,KT,Kalutara,Western Province,Sub Post Office
32034,Pahalalanda,APR,Ampara,Eastern Province,Sub Post Office
90756,Pahalarathkinda,BD,Badulla,Uva Province,Sub Post Office
60112,Pahamune,KG,Kurunegala,North Western Province,Sub Post Office
12050,Paiyagala,KT,Kalutara,Western Province,Main Post Office
50111,Palagala,AD,Anuradhapura,North Central Province,Sub Post Office
43065,Palamoddai,VA,Vavuniya,Northern Province,Sub Post Office
41015,Palampiddy,MB,Mannar,Northern Province,Sub Post Office
32354,Palamunai,AR,Ampara,Eastern Province,Main Post Office
21070,Palapathwala,MT,Matale,Central Province,Main Post Office
81050,Palatuwa,MH,Matara,Southern Province,Main Post Office
61280,Palaviya,PX,Puttalam,North Western Province,Main Post Office
70607,Paleegala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
42550,Pallai,KO,Kilinochchi,Northern Province,Main Post Office
61040,Pallama,PX,Puttalam,North Western Province,Main Post Office
42615,Pallavarayankaddu,KO,Kilinochchi,Northern Province,Sub Post Office
70170,Pallebedda,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
20734,Pallebowala,KY,Kandy,Central Province,Sub Post Office
82454,Pallekanda,HB,Hambantota,Southern Province,Sub Post Office
90534,Pallekiruwa,BD,Badulla,Uva Province,Sub Post Office
20084,Pallekotuwa,KY,Kandy,Central Province,Sub Post Office
21152,Pallepola,MT,Matale,Central Province,Main Post Office
11150,Pallewela,GQ,Gampaha,Western Province,Main Post Office
61354,Palliwasalturai,PX,Puttalam,North Western Province,Sub Post Office
70161,Palugahawela,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
51046,Palugasdamana,PR,Polonnaruwa,North Central Province,Sub Post Office
50144,Palugaswewa,AD,Anuradhapura,North Central Province,Sub Post Office
60726,Palugolla,KG,Kurunegala,North Western Province,Sub Post Office
60704,Palukadawala,KG,Kurunegala,North Western Province,Sub Post Office
70133,Pambagolla,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
43135,Pampaimadu,VA,Vavuniya,Northern Province,Sub Post Office
11370,Pamunugama,GQ,Gampaha,Western Province,Main Post Office
11214,Pamunuwatta,GQ,Gampaha,Western Province,Sub Post Office
60348,Panadaragama,KG,Kurunegala,North Western Province,Sub Post Office
12500,Panadura,KT,Kalutara,Western Province,Main Post Office
60052,Panagamuwa,KG,Kurunegala,North Western Province,Sub Post Office
81075,Panakaduwa,MH,Matara,Southern Province,Sub Post Office
60312,Panaliya,KG,Kurunegala,North Western Province,Sub Post Office
32508,Panama,AR,Ampara,Eastern Province,Sub Post Office
70218,Panamura,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
80075,Panangala,GL,Galle,Southern Province,Sub Post Office
70461,Panapola,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70152,Panapitiya,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70612,Panawala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
40100,Pandaterippu,JA,Jaffna,Northern Province,Main Post Office
50448,Pandukabayapura,AD,Anuradhapura,North Central Province,Sub Post Office
50029,Pandulagama,AD,Anuradhapura,North Central Province,Sub Post Office
90731,Pangaragammana,BD,Badulla,Uva Province,Sub Post Office
91002,Pangura,MJ,Monaragala,Uva Province,Sub Post Office
30444,Panichankerni,BC,Batticaloa,Eastern Province,Sub Post Office
61234,Panirendawa,PX,Puttalam,North Western Province,Sub Post Office
50009,Paniyankadawala,AD,Anuradhapura,North Central Province,Sub Post Office
30352,Pankudavely,BC,Batticaloa,Eastern Province,Sub Post Office
31034,Pankulam,TC,Trincomalee,Eastern Province,Sub Post Office
60558,Panliyadda,KG,Kurunegala,North Western Province,Sub Post Office
60160,Pannala,KG,Kurunegala,North Western Province,Main Post Office
32022,Pannalagama,APR,Ampara,Eastern Province,Sub Post Office
12114,Pannila,KT,Kalutara,Western Province,Sub Post Office
80086,Pannimulla Panagoda,GL,Galle,Southern Province,Sub Post Office
10230,Pannipitiya,CO,Colombo,Western Province,Main Post Office
60554,Pansiyagama,KG,Kurunegala,North Western Province,Sub Post Office
20830,Panwila,KY,Kandy,Central Province,Main Post Office
20544,Panwilatenna,KY,Kandy,Central Province,Main Post Office
20578,Paradeka,KY,Kandy,Central Province,Sub Post Office
60071,Paragahadeniya,KG,Kurunegala,North Western Province,Sub Post Office
32031,Paragahakele,APR,Ampara,Eastern Province,Sub Post Office
81474,Paragala,MH,Matara,Southern Province,Sub Post Office
12414,Paragastota,KT,Kalutara,Western Province,Sub Post Office
12302,Paragoda,KT,Kalutara,Western Province,Sub Post Office
12122,Paraigama,KT,Kalutara,Western Province,Sub Post Office
70550,Parakaduwa,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
51016,Parakrama Samudraya,PR,Polonnaruwa,North Central Province,Sub Post Office
50326,Parakumpura,AD,Anuradhapura,North Central Province,Sub Post Office
50354,Parangiyawadiya,AD,Anuradhapura,North Central Province,Sub Post Office
42500,Paranthan,KO,Kilinochchi,Northern Province,Main Post Office
81322,Parapamulla,MH,Matara,Southern Province,Sub Post Office
71105,Parape,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50055,Parasangahawewa,AD,Anuradhapura,North Central Province,Sub Post Office
32506,Pasarichchenai,AR,Ampara,Eastern Province,Sub Post Office
20654,Pasbage,KY,Kandy,Central Province,Sub Post Office
81615,Pasgoda,MH,Matara,Southern Province,Sub Post Office
90500,Passara,BD,Badulla,Uva Province,Main Post Office
11890,Pasyala,GQ,Gampaha,Western Province,Sub Post Office
22012,Patana,NW,Nuwara Eliya,Central Province,Sub Post Office
90071,Pathanewatta,BD,Badulla,Uva Province,Sub Post Office
20511,Patitalawa,KY,Kandy,Central Province,Sub Post Office
71130,Pattampitiya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
20118,Pattiya Watta,KY,Kandy,Central Province,Sub Post Office
43105,Pavatkulam,VA,Vavuniya,Northern Province,Sub Post Office
70045,Pebotuwa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
12214,Pelanda,KT,Kalutara,Western Province,Sub Post Office
51033,Pelatiyawa,PR,Polonnaruwa,North Central Province,Sub Post Office
12138,Pelawatta,KT,Kalutara,Western Province,Sub Post Office
12146,Pelawatta Tea.Project,KT,Kalutara,Western Province,Sub Post Office
90522,Pelgahatenna,BD,Badulla,Uva Province,Main Post Office
11830,Peliyagoda,GQ,Gampaha,Western Province,Sub Post Office
70070,Pelmadulla,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
70053,Pelwadiya,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
21105,Pelwehera,MT,Matale,Central Province,Sub Post Office
50020,Pemaduwa,AD,Anuradhapura,North Central Province,Main Post Office
81722,Penetiyana,MH,Matara,Southern Province,Sub Post Office
11741,Pepiliyawala,GQ,Gampaha,Western Province,Sub Post Office
20400,Peradeniya,KY,Kandy,Central Province,Main Post Office
21532,Perakanatta,MT,Matale,Central Province,Sub Post Office
90222,Perawella,BD,Badulla,Uva Province,Sub Post Office
50004,Perimiyankulama,AD,Anuradhapura,North Central Province,Sub Post Office
60518,Periyakadunelawa,KG,Kurunegala,North Western Province,Sub Post Office
41025,Periyakunchukkulam,MB,Mannar,Northern Province,Sub Post Office
41170,Periyamadu,MB,Mannar,Northern Province,Sub Post Office
32316,Periyaneelavanai,AR,Ampara,Eastern Province,Sub Post Office
30230,Periyaporativu,BC,Batticaloa,Eastern Province,Main Post Office
30358,Periyapullumalai,BC,Batticaloa,Eastern Province,Sub Post Office
43145,Periyathampanai,VA,Vavuniya,Northern Province,Sub Post Office
43110,Periyaulukkulam,VA,Vavuniya,Northern Province,Sub Post Office
41210,Pesalai,MB,Mannar,Northern Province,Main Post Office
11043,Pethiyagoda,GQ,Gampaha,Western Province,Sub Post Office
60439,Pihimbiya Ratmale,KG,Kurunegala,North Western Province,Sub Post Office
50512,Pihimbiyagollewa,AD,Anuradhapura,North Central Province,Sub Post Office
60053,Pihimbuwa,KG,Kurunegala,North Western Province,Sub Post Office
20196,Pilawala,KY,Kandy,Central Province,Sub Post Office
60058,Pilessa,KG,Kurunegala,North Western Province,Sub Post Office
20450,Pilimatalawa,KY,Kandy,Central Province,Main Post Office
10300,Piliyandala,CO,Colombo,Western Province,Main Post Office
30022,Pillaiyaradi,BC,Batticaloa,Eastern Province,Sub Post Office
70472,Pimbura,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
51102,Pimburattewa,PR,Polonnaruwa,North Central Province,Sub Post Office
70130,Pinnawala,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
81450,Pitabeddara,MH,Matara,Southern Province,Main Post Office
71360,Pitagaldeniya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
91505,Pitakumbura,MJ,Monaragala,Uva Province,Sub Post Office
90544,Pitamaruwa,BD,Badulla,Uva Province,Sub Post Office
90171,Pitapola,BD,Badulla,Uva Province,Sub Post Office
22682,Pitawala,NW,Nuwara Eliya,Central Province,Sub Post Office
80420,Pitigala,GL,Galle,Southern Province,Main Post Office
10206,Pitipana Homagama,CO,Colombo,Western Province,Sub Post Office
80170,Poddala,GL,Galle,Southern Province,Main Post Office
20106,Poholiyadda,KY,Kandy,Central Province,Sub Post Office
70562,Pohorabawa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
40600,Point Pedro,JA,Jaffna,Northern Province,Main Post Office
12404,Pokunuwita,KT,Kalutara,Western Province,Main Post Office
60300,Polgahawela,KG,Kurunegala,North Western Province,Main Post Office
12136,Polgampola,KT,Kalutara,Western Province,Sub Post Office
10320,Polgasowita,CO,Colombo,Western Province,Main Post Office
20250,Polgolla,KY,Kandy,Central Province,Main Post Office
51000,Polonnaruwa,PR,Polonnaruwa,North Central Province,Main Post Office
11324,Polpithimukulana,GQ,Gampaha,Western Province,Sub Post Office
60620,Polpitigama,KG,Kurunegala,North Western Province,Main Post Office
32032,Polwaga Janapadaya,APR,Ampara,Eastern Province,Sub Post Office
61307,Ponparappi,PX,Puttalam,North Western Province,Sub Post Office
90107,Poonagala,BD,Badulla,Uva Province,Sub Post Office
